"trx_id","sk_actor","actor_name","sk_customer","customer_name","customer_address","customer_city","customer_country","sk_film","film_title","release_year","film_rating","film_language","film_genre","film_description","sk_rental","staff_fullname","sk_waktu","tahun","kuartal","nama_bulan","tanggal","nama_hari","rental_date","return_date","replacement_cost","rental_duration","rental_rate","amount"
846,199,Julia Fawcett,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,432,Wait Cider,2006,Teens,English             ,Classics,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,15091,Jon Stephens,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-29 00:00:00.000,22.99,4,2.99,5.99
847,191,Gregory Gooding,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,378,Wrong Behavior,2006,Teens,English             ,Music,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,15110,Mike Hillyer,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-26 00:00:00.000,24.99,5,2.99,2.99
848,186,Julia Zellweger,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,637,Wyoming Storm,2006,Teens,English             ,Sci-Fi,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,4092,Jon Stephens,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-15 00:00:00.000,16.99,7,4.99,5.99
849,197,Reese West,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,531,Yentl Idaho,2006,Mature,English             ,Foreign,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,5418,Mike Hillyer,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-10 00:00:00.000,18.99,3,0.99,0.99
850,179,Ed Guiness,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,131,Wind Phantom,2006,Mature,English             ,Classics,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,5720,Jon Stephens,100600010,2011.0,Q1,januari,2011-01-10 00:00:00.000,Senin,2005-07-10 00:00:00.000,2005-07-11 00:00:00.000,12.99,5,4.99,4.99
851,189,Cuba Birch,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,882,Victory Academy,2006,Teens,English             ,Drama,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,6277,Jon Stephens,100600011,2011.0,Q1,januari,2011-01-11 00:00:00.000,Selasa,2005-07-11 00:00:00.000,2005-07-13 00:00:00.000,24.99,4,0.99,0.99
852,195,Jayne Silverstone,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,403,Wasteland Divine,2006,Kids,English             ,Drama,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,7988,Mike Hillyer,100600028,2011.0,Q1,januari,2011-01-28 00:00:00.000,Jumat,2005-07-28 00:00:00.000,2005-07-29 00:00:00.000,18.99,5,4.99,4.99
853,194,Meryl Allen,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,86,Victory Academy,2006,Teens,English             ,Music,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,9036,Mike Hillyer,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-03 00:00:00.000,11.99,6,4.99,4.99
854,198,Mary Keitel,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,745,Youth Kick,2006,Adults Only,English             ,Sports,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,9081,Jon Stephens,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-03 00:00:00.000,23.99,5,4.99,4.99
855,187,Renee Ball,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,110,Wind Phantom,2006,Mature,English             ,Children,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,9250,Mike Hillyer,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-04 00:00:00.000,25.99,4,0.99,1.99
856,161,Harvey Hope,33,Anna Hill,"127 Purnea (Purnia) Manor",Alessandria,Italy,90,Uprising Uptown,2006,Adults Only,English             ,New,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,12273,Jon Stephens,100400014,2007.0,Q1,januari,2007-01-14 00:00:00.000,Minggu,2006-02-14 00:00:00.000,,11.99,3,0.99,0.99
857,155,Ian Tandy,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,312,Zorro Ark,2006,Adults Only,English             ,Sci-Fi,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,1898,Mike Hillyer,100550017,2010.0,Q1,januari,2010-01-17 00:00:00.000,Minggu,2005-06-17 00:00:00.000,2005-06-21 00:00:00.000,20.99,4,4.99,4.99
858,134,Gene Hopkins,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,624,Vanishing Rocky,2006,Adults Only,English             ,Games,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,2254,Mike Hillyer,100550018,2010.0,Q1,januari,2010-01-18 00:00:00.000,Senin,2005-06-18 00:00:00.000,2005-06-22 00:00:00.000,25.99,3,4.99,5.99
859,104,Penelope Cronyn,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,19,Zoolander Fiction,2006,Mature,English             ,Action,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,3147,Mike Hillyer,100550020,2010.0,Q1,januari,2010-01-20 00:00:00.000,Rabu,2005-06-20 00:00:00.000,2005-06-26 00:00:00.000,20.99,6,0.99,0.99
860,130,Greta Keitel,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,525,Wolves Desire,2006,Adults Only,English             ,Classics,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,10518,Mike Hillyer,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-02 00:00:00.000,29.99,4,0.99,0.99
861,186,Julia Zellweger,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,579,Wyoming Storm,2006,Teens,English             ,Action,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,10610,Mike Hillyer,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-02 00:00:00.000,22.99,3,4.99,4.99
862,154,Meryl Gibson,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,314,Worker Tarzan,2006,Mature,English             ,Animation,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,11091,Jon Stephens,100650002,2012.0,Q1,januari,2012-01-02 00:00:00.000,Senin,2005-08-02 00:00:00.000,2005-08-04 00:00:00.000,13.99,3,0.99,0.99
863,142,Jada Ryder,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,735,Zoolander Fiction,2006,Mature,English             ,Children,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,11500,Jon Stephens,100650016,2012.0,Q1,januari,2012-01-16 00:00:00.000,Senin,2005-08-16 00:00:00.000,2005-08-23 00:00:00.000,26.99,7,2.99,2.99
864,187,Renee Ball,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,222,Wind Phantom,2006,Mature,English             ,Horror,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,11698,Jon Stephens,100650017,2012.0,Q1,januari,2012-01-17 00:00:00.000,Selasa,2005-08-17 00:00:00.000,2005-08-19 00:00:00.000,27.99,4,4.99,4.99
865,197,Reese West,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,815,Yentl Idaho,2006,Mature,English             ,Classics,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,12282,Jon Stephens,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-18 00:00:00.000,14.99,4,2.99,2.99
866,147,Fay Winslet,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,443,Words Hunter,2006,Kids,English             ,Comedy,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,12595,Jon Stephens,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-23 00:00:00.000,11.99,6,2.99,2.99
867,198,Mary Keitel,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,1,Youth Kick,2006,Adults Only,English             ,Documentary,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,12647,Mike Hillyer,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-22 00:00:00.000,20.99,6,0.99,0.99
868,197,Reese West,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,746,Yentl Idaho,2006,Mature,English             ,Games,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,13367,Jon Stephens,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-26 00:00:00.000,10.99,3,0.99,4.99
869,86,Greg Chaplin,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,331,Usual Untouchables,2006,Teens,English             ,Games,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,13944,Mike Hillyer,100650020,2012.0,Q1,januari,2012-01-20 00:00:00.000,Jumat,2005-08-20 00:00:00.000,2005-08-22 00:00:00.000,25.99,6,2.99,2.99
870,158,Vivien Basinger,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,177,World Leathernecks,2006,Teens,English             ,Sci-Fi,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,14681,Mike Hillyer,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-26 00:00:00.000,20.99,4,4.99,5.99
871,185,Michael Bolger,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,665,Wife Turn,2006,Adults Only,English             ,Horror,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,14696,Mike Hillyer,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-30 00:00:00.000,22.99,4,2.99,7.99
872,189,Cuba Birch,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,519,Victory Academy,2006,Teens,English             ,Sports,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,3505,Jon Stephens,100600006,2011.0,Q1,januari,2011-01-06 00:00:00.000,Kamis,2005-07-06 00:00:00.000,2005-07-10 00:00:00.000,27.99,3,2.99,3.99
873,200,Thora Temple,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,993,Wrong Behavior,2006,Teens,English             ,Children,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,3908,Mike Hillyer,100600006,2011.0,Q1,januari,2011-01-06 00:00:00.000,Kamis,2005-07-06 00:00:00.000,2005-07-08 00:00:00.000,10.99,6,2.99,2.99
874,194,Meryl Allen,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,719,Victory Academy,2006,Teens,English             ,Sports,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,5185,Mike Hillyer,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-13 00:00:00.000,11.99,7,4.99,4.99
875,109,Sylvester Dern,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,174,Weekend Personal,2006,Mature,English             ,Music,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,5640,Mike Hillyer,100600010,2011.0,Q1,januari,2011-01-10 00:00:00.000,Senin,2005-07-10 00:00:00.000,2005-07-14 00:00:00.000,13.99,6,4.99,4.99
876,179,Ed Guiness,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,24,Wind Phantom,2006,Mature,English             ,Horror,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,5915,Mike Hillyer,100600010,2011.0,Q1,januari,2011-01-10 00:00:00.000,Senin,2005-07-10 00:00:00.000,2005-07-19 00:00:00.000,19.99,6,2.99,5.99
877,181,Matthew Carrey,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,83,Worst Banger,2006,Kids,English             ,Family,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,7011,Jon Stephens,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-07-28 00:00:00.000,18.99,5,2.99,2.99
878,153,Minnie Kilmer,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,756,Worker Tarzan,2006,Mature,English             ,Comedy,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,7120,Mike Hillyer,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-08-02 00:00:00.000,10.99,7,2.99,2.99
879,197,Reese West,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,147,Yentl Idaho,2006,Mature,English             ,Family,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,7528,Mike Hillyer,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-07-30 00:00:00.000,16.99,5,0.99,0.99
880,183,Russell Close,34,Rebecca Scott,"61 Tama Street",Kurashiki,Japan,40,Won Dares,2006,Kids,English             ,Documentary,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,9156,Jon Stephens,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-06 00:00:00.000,22.99,4,0.99,3.99
881,178,Lisa Monroe,35,Virginia Green,"391 Callao Drive",Toulouse,France,34,Zorro Ark,2006,Adults Only,English             ,Horror,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,1577,Jon Stephens,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-21 00:00:00.000,29.99,6,0.99,0.99
882,185,Michael Bolger,35,Virginia Green,"391 Callao Drive",Toulouse,France,138,Wife Turn,2006,Adults Only,English             ,Sci-Fi,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,1987,Mike Hillyer,100550017,2010.0,Q1,januari,2010-01-17 00:00:00.000,Minggu,2005-06-17 00:00:00.000,2005-06-19 00:00:00.000,29.99,5,2.99,2.99
883,190,Audrey Bailey,35,Virginia Green,"391 Callao Drive",Toulouse,France,623,Warlock Werewolf,2006,Kids,English             ,Foreign,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,2227,Jon Stephens,100550018,2010.0,Q1,januari,2010-01-18 00:00:00.000,Senin,2005-06-18 00:00:00.000,2005-06-26 00:00:00.000,9.99,4,0.99,4.99
884,172,Groucho Williams,35,Virginia Green,"391 Callao Drive",Toulouse,France,493,Warlock Werewolf,2006,Kids,English             ,Foreign,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,2229,Mike Hillyer,100550018,2010.0,Q1,januari,2010-01-18 00:00:00.000,Senin,2005-06-18 00:00:00.000,2005-06-23 00:00:00.000,18.99,5,0.99,0.99
885,118,Cuba Allen,35,Virginia Green,"391 Callao Drive",Toulouse,France,572,West Lion,2006,Kids,English             ,Sci-Fi,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,2740,Mike Hillyer,100550019,2010.0,Q1,januari,2010-01-19 00:00:00.000,Selasa,2005-06-19 00:00:00.000,2005-06-23 00:00:00.000,9.99,4,2.99,2.99
886,135,Rita Reynolds,35,Virginia Green,"391 Callao Drive",Toulouse,France,814,Trainspotting Strangers,2006,Teens,English             ,Comedy,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,3109,Mike Hillyer,100550020,2010.0,Q1,januari,2010-01-20 00:00:00.000,Rabu,2005-06-20 00:00:00.000,2005-06-26 00:00:00.000,15.99,6,4.99,4.99
887,177,Gene Mckellen,35,Virginia Green,"391 Callao Drive",Toulouse,France,363,Wanda Chamber,2006,Teens,English             ,Music,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,11293,Mike Hillyer,100650002,2012.0,Q1,januari,2012-01-02 00:00:00.000,Senin,2005-08-02 00:00:00.000,2005-08-06 00:00:00.000,12.99,3,0.99,1.99
888,160,Chris Depp,35,Virginia Green,"391 Callao Drive",Toulouse,France,275,Wake Jaws,2006,Kids,English             ,Horror,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,11447,Mike Hillyer,100650002,2012.0,Q1,januari,2012-01-02 00:00:00.000,Senin,2005-08-02 00:00:00.000,2005-08-12 00:00:00.000,11.99,3,0.99,7.99
889,168,Will Wilson,35,Virginia Green,"391 Callao Drive",Toulouse,France,927,Warlock Werewolf,2006,Kids,English             ,Action,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,11641,Mike Hillyer,100650017,2012.0,Q1,januari,2012-01-17 00:00:00.000,Selasa,2005-08-17 00:00:00.000,2005-08-25 00:00:00.000,16.99,6,2.99,4.99
890,196,Bela Walken,35,Virginia Green,"391 Callao Drive",Toulouse,France,324,Whisperer Giant,2006,Teens,English             ,Comedy,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,12052,Mike Hillyer,100650017,2012.0,Q1,januari,2012-01-17 00:00:00.000,Selasa,2005-08-17 00:00:00.000,2005-08-18 00:00:00.000,11.99,3,4.99,4.99
891,163,Christopher West,35,Virginia Green,"391 Callao Drive",Toulouse,France,394,Young Language,2006,Kids,English             ,Sci-Fi,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,13730,Mike Hillyer,100650020,2012.0,Q1,januari,2012-01-20 00:00:00.000,Jumat,2005-08-20 00:00:00.000,2005-08-26 00:00:00.000,21.99,7,2.99,2.99
892,49,Anne Cronyn,35,Virginia Green,"391 Callao Drive",Toulouse,France,595,Wizard Coldblooded,2006,Kids,English             ,Foreign,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,14105,Jon Stephens,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-24 00:00:00.000,20.99,7,0.99,0.99
893,192,John Suvari,35,Virginia Green,"391 Callao Drive",Toulouse,France,69,Song Hedwig,2006,Teens,English             ,Sci-Fi,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,14119,Jon Stephens,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-24 00:00:00.000,21.99,3,2.99,2.99
894,170,Mena Hopper,35,Virginia Green,"391 Callao Drive",Toulouse,France,212,Young Language,2006,Kids,English             ,Action,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,14730,Mike Hillyer,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-23 00:00:00.000,14.99,7,4.99,4.99
895,175,William Hackman,35,Virginia Green,"391 Callao Drive",Toulouse,France,890,Zhivago Core,2006,Adults Only,English             ,Sports,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,3594,Jon Stephens,100600006,2011.0,Q1,januari,2011-01-06 00:00:00.000,Kamis,2005-07-06 00:00:00.000,2005-07-13 00:00:00.000,14.99,5,0.99,2.99
896,198,Mary Keitel,35,Virginia Green,"391 Callao Drive",Toulouse,France,628,Youth Kick,2006,Adults Only,English             ,Sports,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,4095,Jon Stephens,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-14 00:00:00.000,24.99,5,2.99,4.99
897,169,Kenneth Hoffman,35,Virginia Green,"391 Callao Drive",Toulouse,France,727,Zhivago Core,2006,Adults Only,English             ,Family,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,4987,Jon Stephens,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-10 00:00:00.000,12.99,6,0.99,0.99
898,195,Jayne Silverstone,35,Virginia Green,"391 Callao Drive",Toulouse,France,658,Wasteland Divine,2006,Kids,English             ,Horror,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,5010,Mike Hillyer,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-16 00:00:00.000,19.99,7,2.99,2.99
899,104,Penelope Cronyn,35,Virginia Green,"391 Callao Drive",Toulouse,France,287,Zoolander Fiction,2006,Mature,English             ,Action,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,5320,Mike Hillyer,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-13 00:00:00.000,19.99,5,0.99,0.99
900,179,Ed Guiness,35,Virginia Green,"391 Callao Drive",Toulouse,France,489,Wind Phantom,2006,Mature,English             ,Animation,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,5913,Mike Hillyer,100600010,2011.0,Q1,januari,2011-01-10 00:00:00.000,Senin,2005-07-10 00:00:00.000,2005-07-19 00:00:00.000,14.99,4,0.99,5.99
901,138,Lucille Dee,35,Virginia Green,"391 Callao Drive",Toulouse,France,970,Working Microcosmos,2006,Mature,English             ,Classics,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,5960,Mike Hillyer,100600010,2011.0,Q1,januari,2011-01-10 00:00:00.000,Senin,2005-07-10 00:00:00.000,2005-07-12 00:00:00.000,11.99,7,0.99,0.99
902,129,Daryl Crawford,35,Virginia Green,"391 Callao Drive",Toulouse,France,202,Wasteland Divine,2006,Kids,English             ,Comedy,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,6144,Mike Hillyer,100600011,2011.0,Q1,januari,2011-01-11 00:00:00.000,Selasa,2005-07-11 00:00:00.000,2005-07-17 00:00:00.000,26.99,5,4.99,5.99
903,155,Ian Tandy,35,Virginia Green,"391 Callao Drive",Toulouse,France,312,Zorro Ark,2006,Adults Only,English             ,Sci-Fi,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,6398,Jon Stephens,100600011,2011.0,Q1,januari,2011-01-11 00:00:00.000,Selasa,2005-07-11 00:00:00.000,2005-07-12 00:00:00.000,20.99,4,4.99,4.99
904,143,River Dean,35,Virginia Green,"391 Callao Drive",Toulouse,France,603,Wardrobe Phantom,2006,Kids,English             ,Family,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,6562,Jon Stephens,100600012,2011.0,Q1,januari,2011-01-12 00:00:00.000,Rabu,2005-07-12 00:00:00.000,2005-07-13 00:00:00.000,27.99,6,4.99,4.99
905,136,Ed Mansfield,35,Virginia Green,"391 Callao Drive",Toulouse,France,686,Wrong Behavior,2006,Teens,English             ,New,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,6569,Mike Hillyer,100600012,2011.0,Q1,januari,2011-01-12 00:00:00.000,Rabu,2005-07-12 00:00:00.000,2005-07-16 00:00:00.000,9.99,5,4.99,4.99
906,187,Renee Ball,35,Virginia Green,"391 Callao Drive",Toulouse,France,441,Wind Phantom,2006,Mature,English             ,Documentary,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,7136,Jon Stephens,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-08-03 00:00:00.000,21.99,5,2.99,4.99
907,176,Jon Chase,35,Virginia Green,"391 Callao Drive",Toulouse,France,162,Virtual Spoilers,2006,Adults Only,English             ,Action,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,8818,Jon Stephens,100600029,2011.0,Q1,januari,2011-01-29 00:00:00.000,Sabtu,2005-07-29 00:00:00.000,2005-08-06 00:00:00.000,13.99,4,2.99,6.99
908,149,Russell Temple,35,Virginia Green,"391 Callao Drive",Toulouse,France,782,Wrath Mile,2006,Adults Only,English             ,Sports,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,8967,Jon Stephens,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-08 00:00:00.000,26.99,6,2.99,5.99
909,189,Cuba Birch,35,Virginia Green,"391 Callao Drive",Toulouse,France,748,Victory Academy,2006,Teens,English             ,Action,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,9029,Mike Hillyer,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-05 00:00:00.000,16.99,4,0.99,2.99
910,191,Gregory Gooding,35,Virginia Green,"391 Callao Drive",Toulouse,France,775,Wrong Behavior,2006,Teens,English             ,Drama,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,9574,Jon Stephens,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-06 00:00:00.000,18.99,4,4.99,6.99
911,177,Gene Mckellen,36,Kathleen Adams,"334 Munger (Monghyr) Lane",Arak,Iran,363,Wanda Chamber,2006,Teens,English             ,Music,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,2738,Mike Hillyer,100550019,2010.0,Q1,januari,2010-01-19 00:00:00.000,Selasa,2005-06-19 00:00:00.000,2005-06-20 00:00:00.000,12.99,3,0.99,0.99
912,157,Greta Malden,36,Kathleen Adams,"334 Munger (Monghyr) Lane",Arak,Iran,835,Wife Turn,2006,Adults Only,English             ,Games,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,10520,Mike Hillyer,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-07 00:00:00.000,13.99,6,2.99,2.99
913,182,Debbie Akroyd,36,Kathleen Adams,"334 Munger (Monghyr) Lane",Arak,Iran,864,World Leathernecks,2006,Teens,English             ,Children,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,10756,Jon Stephens,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-08 00:00:00.000,21.99,5,0.99,2.99
